,npi,last_name,entity_type,city,state,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa
5091429,1588089551,WARREN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",23,84.89,46.012173913000005,37215,34980
5091441,1639103765,ANTON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,86.04974359,48.35974359,37215,34980
5091489,1720377351,DAVIS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",37,84.89,49.035675676000004,37215,34980
5091547,1780980623,ANACHEBE ENEJE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",32,84.89,35.3278125,37215,34980
5091597,1801268479,MILES,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",227,85.4,57.34938326,37215,34980
5091697,1992961841,ANGLUM,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,56.004516128999995,37215,34980
5434731,1205131539,NUTT,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",270,86.62,59.303555556000006,37174,34980
5434761,1265616494,LEWIS,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",154,86.62,50.760194805,37174,34980
5434881,1417991266,OLEKSICK,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,69.744102564,33.305384615,37174,34980
5434905,1427444082,CHERRY,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",122,86.62,54.451557377,37174,34980
5434957,1467806638,SANCHEZ,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",282,86.62,57.99893617,37174,34980
5435015,1568584126,COLEMAN-DOCKERY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",230,86.523304348,55.698304348,37174,34980
5435085,1629421623,REED,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",21,86.62,67.91,37174,34980
5435263,1750750790,CROWLEY,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,62.128387097,37174,34980
5435501,1871966291,TAYLOR,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",108,86.62,60.226203704,37174,34980
5435593,1962466391,SIMON,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,86.62,57.360240964,37174,34980
5435623,1982943528,ROCKHOLT,I,SPRING HILL,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",162,86.62,57.084197531,37174,34980
5496724,1093937872,BROWN,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",192,86.62,56.028072916999996,37076,34980
5496784,1124493481,CORDER,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,86.62,56.746626506000005,37076,34980
5496935,1215223094,GRAVENS,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",326,86.62,65.646349693,37076,34980
5497217,1275702573,RICHARDSON,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",293,86.62,66.281228669,37076,34980
5497222,1295087039,BYRD,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",109,84.89,56.810642202,37076,34980
5497304,1346247541,DEFORGE,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,84.89,55.803373494,37076,34980
5497415,1417367335,BURTON,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",48,86.62,67.91,37076,34980
5497490,1447422712,BURKS,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",139,86.62,62.62870503600001,37076,34980
5497509,1477595593,MCHENRY,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",361,86.62,51.925623269,37076,34980
5497646,1518360825,LEE,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",23,86.62,54.443913043,37076,34980
5497696,1528254562,COLE,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,84.89,53.834444444,37076,34980
5497852,1578955530,SWINT,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",71,86.62,55.008169013999996,37076,34980
5497920,1659761005,JARAMILLO,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,61.933181818,37076,34980
5498026,1699149856,BLAIR,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",90,86.62,53.767777778,37076,34980
5498043,1700892924,THOMPSON,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",147,86.62,54.633741496999995,37076,34980
5498244,1720452360,MCWATERS,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",1439,86.62,61.45723419,37076,34980
5498551,1871684423,PERRY,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",12,86.62,67.91,37076,34980
5498859,1992149819,MCCHURCH,I,HERMITAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",85,86.62,64.09294117600001,37076,34980
5531681,1114191731,NASH,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",158,86.47924050600001,51.427151898999995,37204,34980
5531699,1134545197,CHINNADURAI,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",37,86.62,63.945945946,37204,34980
5531707,1164852521,SMITH,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,50.811818181999996,37204,34980
5531807,1356595839,DEWIRE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,63.460645161,37204,34980
5531812,1386766194,EGUAKUN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",26,86.62,60.688076923000004,37204,34980
5531821,1407251705,BLALOCK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",62,86.62,59.00016129,37204,34980
5531839,1437478781,JACKSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",238,86.62,57.078361345,37204,34980
5531862,1497908701,HASSARD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,91.54,58.81555555600001,37204,34980
5531987,1619062643,HONEYCUTT,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",26,86.62,48.022692308,37204,34980
5531988,1639486251,PALLAS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,86.62,52.81888888899999,37204,34980
5532009,1720477383,SULLIVAN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",115,86.44782608700001,49.580086957,37204,34980
5532019,1750666947,ARMSTRONG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",37,86.62,56.888648649,37204,34980
5532086,1821357682,HOADLEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,86.500689655,52.51,37204,34980
5532147,1962956987,RODGERS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",131,86.62,62.726641221,37204,34980
5696056,1114996378,VAUGHN,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",87,85.90413793100001,51.016091954,37115,34980
5696144,1245225564,BEAN,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",68,84.89,50.42676470600001,37115,34980
5696180,1306872007,MARSHALL,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,84.89,41.804444444,37115,34980
5696183,1316926553,ST CLAIR,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",106,86.62,53.67509434,37115,34980
5696226,1578094215,WATERS,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,91.12615384600001,64.820769231,37115,34980
5696283,1821491929,EDDINGS,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,86.62,63.275641026,37115,34980
5696294,1881009769,PICKERING,I,MADISON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",138,86.62,60.411956522,37115,34980
6047678,1033452495,HUTCHISON,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,51.074,37110,34980
6047782,1043499940,BUCK,I,MC MINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",462,86.62,64.271774892,37110,34980
6047814,1043525173,GANNON,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",398,86.62,47.53298995,37110,34980
6047854,1053741876,WAMACK,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",46,84.89,44.862608696,37110,34980
6048010,1114928363,MINTON,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",318,86.62,54.949779873999994,37110,34980
6048354,1184014524,TRAIL,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,85.725172414,51.8,37110,34980
6049034,1346509767,JENKINS,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",180,86.62,46.501777778000005,37110,34980
6049138,1417341421,TAYLOR,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",42,86.62,45.280714286000006,37110,34980
6049494,1538594494,DAINGERFIELD,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",105,84.963809524,47.516571428999995,37110,34980
6049954,1649603135,WILDER,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",100,86.62,40.6728,37110,34980
6050034,1659524676,HARPER,I,MC MINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",207,86.62,62.130386473,37110,34980
6050486,1831642776,MCCOY,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",54,86.62,40.057962963,37110,34980
6050670,1891868105,OWENS,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",353,84.89,51.375467422,37110,34980
6051090,1952454332,COLE,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",160,84.89,47.1088125,37110,34980
6051190,1982090585,ENGLAND,I,MCMINNVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",242,84.89,48.16367768600001,37110,34980
6212104,1114085834,DIXON,I,MT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,86.62,40.955862069,37122,34980
6212200,1225060999,MCLAUGHLIN,I,MT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",129,83.032093023,45.719922481000005,37122,34980
6212294,1386876001,DAWSON,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",76,85.777763158,61.755394736999996,37122,34980
6212364,1447282611,CHEEKS,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",293,80.06477815699999,49.475324232,37122,34980
6212397,1467481044,SEELEY,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",437,86.17617849,66.844279176,37122,34980
6212416,1487665634,DUDLEY,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",726,85.167796143,66.245068871,37122,34980
6212429,1528335288,MORALES,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",71,85.596619718,56.454225351999995,37122,34980
6212523,1609155761,POTEET,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",86,86.62,54.280697673999995,37122,34980
6212557,1669890927,ELLSWORTH,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",65,86.62,61.420923077,37122,34980
6212577,1720067937,JAMES,I,MOUNT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",235,84.89,52.555702128,37122,34980
6212804,1982826004,BOTTS,I,MT JULIET,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",101,86.62,65.504950495,37122,34980
6236780,1073728143,KUNDAR,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",64,86.62,66.5,37217,34980
6236792,1124382643,TUNSTALL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,86.62,61.273846154,37217,34980
6236833,1386880185,HAEMMERLEIN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,86.62,57.364035088,37217,34980
6236842,1467521641,SPARKS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",203,84.89,53.26699507399999,37217,34980
6236976,1740613447,PIKE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",55,86.62,58.723818181999995,37217,34980
6237002,1821424375,BONNEVILLE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,63.491111111,37217,34980
6237007,1831177898,BOLIN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",89,84.89,53.572359551000005,37217,34980
6414852,1013226026,MANGRUM,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",98,84.89,64.644489796,37055,34980
6414916,1023046794,BARNES,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",191,86.62,55.847068063,37055,34980
6415252,1073994067,GORZNY,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",71,86.62,57.098450703999994,37055,34980
6415300,1083610547,WIDENER,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",101,84.89,53.323762376000005,37055,34980
6415830,1265741946,ROSS,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",344,86.62,57.515087208999994,37055,34980
6415870,1295778785,MEEKER,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,40.779,37055,34980
6416122,1376099259,AUSTIN,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",623,86.62,62.11459069,37055,34980
6416306,1417209941,TAYLOR,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",60,86.62,60.466666667,37055,34980
6416414,1467482802,DECKER,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",115,86.62,58.383130435,37055,34980
6416772,1518412105,ELLIOTT,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",109,86.62,62.670366972,37055,34980
6417560,1760605489,MCLAUGHLIN,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",64,86.62,60.6896875,37055,34980
6417582,1760894901,ORSBON,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",319,86.62,62.603636363999996,37055,34980
6418028,1891192787,PERKINS,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",747,86.60176706799999,61.155488621,37055,34980
6418086,1902347545,RILEY,I,DICKSON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",62,86.62,59.366451613,37055,34980
6521856,1053729327,LARSON,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",365,86.62,61.553726026999996,37013,34980
6521928,1124159710,KRIZNER,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",332,86.62,59.939759036000005,37013,34980
6521935,1124466107,LOGGINS,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",165,86.62,60.929515152,37013,34980
6521958,1184021438,LEE,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",517,86.62,60.031411991999995,37013,34980
6521965,1205180585,HICKS,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",35,86.62,49.339714286,37013,34980
6521972,1235419904,LEE,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",223,86.62,52.488251121000005,37013,34980
6521981,1285185009,ATMORE,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",128,86.62,63.808203125,37013,34980
6522006,1285960476,RADYKO,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,64.62384615399999,37013,34980
6522057,1316361264,BORDEN,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",390,86.62,64.311179487,37013,34980
6522068,1336572650,PORCHER,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,86.62,60.049230769,37013,34980
6522120,1427591627,BREWER,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",155,86.62,66.74406451600001,37013,34980
6522155,1477925568,JOHNSON,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",303,86.62,58.773663366,37013,34980
6522163,1487046470,JONES,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",203,86.62,59.521576355,37013,34980
6522189,1528514064,PERRY,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",34,86.62,54.896470588,37013,34980
6522210,1568837920,MOORE,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",244,86.62,66.397540984,37013,34980
6522233,1568895837,PERRY,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",225,86.62,65.449244444,37013,34980
6522344,1730433475,TURON,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",248,86.62,57.547862903,37013,34980
6522367,1770846412,PARRISH,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",46,86.62,66.433695652,37013,34980
6522381,1932442274,CAMP,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",251,86.62,58.136414343,37013,34980
6522392,1952569345,GRUMMON,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",49,86.62,63.752244898,37013,34980
6522401,1952705501,MADU,I,ANTIOCH,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",146,86.62,53.897123288,37013,34980
6614232,1073606539,VAUGHAN,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",94,86.44,61.729042553,37027,34980
6614483,1104022631,NADLER,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",76,84.89,33.525131579,37027,34980
6615043,1285979989,MUGA,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",109,86.62,61.207431193000005,37027,34980
6615084,1306269147,HOPKINS,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",90,86.62,55.151444444,37027,34980
6615677,1497123608,HENDERSON,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",329,86.62,66.923343465,37027,34980
6615740,1518336890,STEPHEN,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",15,86.62,58.880666667,37027,34980
6615894,1578794079,HART,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",38,84.71,30.721578946999998,37027,34980
6615947,1609252659,MCCLAIN-WATSON,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",73,86.62,54.061917808000004,37027,34980
6616139,1639533912,SIMPSON,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",178,86.62,58.001123596000006,37027,34980
6616255,1669817458,FITZGERALD,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",33,84.89,16.41,37027,34980
6616274,1679516520,FLENER,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,84.71,49.941,37027,34980
6616558,1730261504,MCGUIRE,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,89.88,64.454,37027,34980
6616569,1740531714,CLANTON,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",104,85.422307692,58.215673077,37027,34980
6616717,1811171986,SCHWEITZER,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,84.89,51.926666667,37027,34980
6616759,1821218561,SHAUB,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",136,86.62,48.643088235,37027,34980
6617037,1942355748,MORSE,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",125,86.44208,54.25408,37027,34980
6617105,1962769331,SAUVE,I,BRENTWOOD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",74,84.080675676,56.138243243000005,37027,34980
6814796,1053387977,WOOD,I,GOODLETTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",103,84.89,61.214660194,37072,34980
6815880,1356778872,JOINES,I,GOODLETTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",19,86.62,46.05,37072,34980
6817379,1801311170,DAYTON,I,GOODLETTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,67.91,37072,34980
6954109,1063735397,BALL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,81.89483871,64.205483871,37211,34980
6954249,1164659512,FORDHAM,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",44,86.62,58.529545455,37211,34980
6954337,1225407323,RASHID,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,63.957857143000005,37211,34980
6954778,1275577413,CORCUERA,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,39.106666667,37211,34980
6954985,1427385004,RICHEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",537,84.89,50.149888268000005,37211,34980
6955035,1447589221,CULLEN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",34,86.62,50.758235293999995,37211,34980
6955113,1477681534,FAY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",15,84.89,33.544000000000004,37211,34980
6955122,1487815148,PAGE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",326,86.62,53.512730061000006,37211,34980
6955202,1568776235,GRAY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",40,86.62,48.902,37211,34980
6955222,1578545232,BEARD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,43.11,37211,34980
6955323,1619371028,EBEL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",15,86.62,61.935333333,37211,34980
6955405,1710345640,NELSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",137,86.62,55.59299270100001,37211,34980
6955424,1720325830,LEAL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",152,86.62,67.64730263199999,37211,34980
6955583,1801339296,LITTLE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",125,86.62,58.578880000000005,37211,34980
6955682,1841572922,ODUM,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",122,86.62,55.878770492,37211,34980
6955804,1932194388,STERNBERG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,50.523548387,37211,34980
6955825,1932430394,CANNON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,61.119,37211,34980
