,npi,entity_type,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa,crosswalk_short_desc,apc
2011659,1962663559,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,571.11,438.43909091,54401,48140,Esoph egd dilation <30 mm,5302.0
2011660,1003220187,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,94,596.51,463.13223404,43202,18140,Esoph egd dilation <30 mm,5302.0
2011669,1295739217,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,584.28,445.12526316,33407,33100,Esoph egd dilation <30 mm,5302.0
2011679,1033246459,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,163,560.45779141,431.42018405,66606,45820,Esoph egd dilation <30 mm,5302.0
2011681,1174502272,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,567.42,441.08447368,66606,45820,Esoph egd dilation <30 mm,5302.0
2011685,1396738936,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,542.35,425.2,44483,49660,Esoph egd dilation <30 mm,5302.0
2011691,1659384329,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,558.39,437.78,31404,42340,Esoph egd dilation <30 mm,5302.0
2011712,1518943679,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,182,603.67697802,465.81604396,75205,19100,Esoph egd dilation <30 mm,5302.0
2011715,1376592014,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,809.38,628.69196078,95661,40900,Esoph egd dilation <30 mm,5302.0
2011719,1689646937,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,556.74,435.70526316,34471,36100,Esoph egd dilation <30 mm,5302.0
2011721,1023088473,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,58,547.32793103,423.72327586,32405,37460,Esoph egd dilation <30 mm,5302.0
2011729,1992785232,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,182,553.87,428.43104396,32405,37460,Esoph egd dilation <30 mm,5302.0
2011730,1326119157,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,188,635.92420213,483.27707447,53715,31540,Esoph egd dilation <30 mm,5302.0
2011740,1992713176,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,612.67,475.21607143,85050,38060,Esoph egd dilation <30 mm,5302.0
2011741,1093824872,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,127,568.01181102,440.16842520000006,47714,21780,Esoph egd dilation <30 mm,5302.0
2011750,1821074485,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,90,531.84566667,410.87300000000005,63640,99999,Esoph egd dilation <30 mm,5302.0
2011751,1821074485,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,90,531.84566667,410.87300000000005,63640,22100,Esoph egd dilation <30 mm,5302.0
2011752,1821194754,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,705.8,553.35,93449,42020,Esoph egd dilation <30 mm,5302.0
2011756,1417141623,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,168,537.41119048,421.18964286,28304,22180,Esoph egd dilation <30 mm,5302.0
2011769,1710924899,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,78,622.53,487.36961538,60148,16980,Esoph egd dilation <30 mm,5302.0
2011772,1639176183,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,597.18,468.03214286,19610,39740,Esoph egd dilation <30 mm,5302.0
2011776,1487651956,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,95,589.88,457.88063158,41017,17140,Esoph egd dilation <30 mm,5302.0
2011780,1801869292,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,589.88,451.14774194,41017,17140,Esoph egd dilation <30 mm,5302.0
2011783,1467768549,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,596.51,466.84708333,43222,18140,Esoph egd dilation <30 mm,5302.0
2011788,1578561890,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,46,608.95826087,474.15521739,46237,26900,Esoph egd dilation <30 mm,5302.0
2011789,1336272657,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,612.67,476.11214286,85260,38060,Esoph egd dilation <30 mm,5302.0
2011791,1063458909,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,587.9,460.91,30188,12060,Esoph egd dilation <30 mm,5302.0
2011793,1164414447,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,102,609.66676471,461.59166667,85206,38060,Esoph egd dilation <30 mm,5302.0
2011809,1811001860,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,584.28,440.97145455,33435,33100,Esoph egd dilation <30 mm,5302.0
2011813,1588633481,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,100,571.7728,443.3663,32204,27260,Esoph egd dilation <30 mm,5302.0
2011824,1336375930,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,65,527.49092308,391.78876923,36106,33860,Esoph egd dilation <30 mm,5302.0
2011829,1689761546,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,53,576.11320755,448.37075472,28025,16740,Esoph egd dilation <30 mm,5302.0
2011845,1124131636,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,635.58,498.29,60622,16980,Esoph egd dilation <30 mm,5302.0
2011849,1558454678,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,588.27,441.32727273,87401,22140,Esoph egd dilation <30 mm,5302.0
2011853,1063693588,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,612.67,466.30788462,85234,38060,Esoph egd dilation <30 mm,5302.0
2011854,1972541415,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,67,696.4,534.20925373,87556,45340,Esoph egd dilation <30 mm,5302.0
2011875,1093993727,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,260,561.43573077,437.33407692,28791,11700,Esoph egd dilation <30 mm,5302.0
2011889,1871536037,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,579.19703704,449.09407407,63376,41180,Esoph egd dilation <30 mm,5302.0
2011900,1073613162,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,618.69,485.05,80110,19740,Esoph egd dilation <30 mm,5302.0
2011907,1356421853,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,519.08,401.73800000000006,28374,38240,Esoph egd dilation <30 mm,5302.0
2011916,1467474585,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,91,580.46307692,440.93758242,44145,17460,Esoph egd dilation <30 mm,5302.0
2011919,1366449910,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,58,647.07793103,499.29568966,97477,21660,Esoph egd dilation <30 mm,5302.0
2011924,1578574463,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,57,610.23,465.30947368,47304,34620,Esoph egd dilation <30 mm,5302.0
2011925,1306833009,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,601.56,458.41857143,33026,33100,Esoph egd dilation <30 mm,5302.0
2011932,1477516532,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,672.33,522.785,89128,29820,Esoph egd dilation <30 mm,5302.0
2011937,1811947062,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,555.41,434.99,76712,47380,Esoph egd dilation <30 mm,5302.0
2011940,1699751289,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,575.8396875,442.349375,61701,14010,Esoph egd dilation <30 mm,5302.0
2011944,1053770149,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,605.27,433.80222222,53022,33340,Esoph egd dilation <30 mm,5302.0
2011951,1902841398,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,555.41,435.44,50401,32380,Esoph egd dilation <30 mm,5302.0
2011953,1427029396,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,537.27486486,404.2,85259,38060,Esoph egd dilation <30 mm,5302.0
2011957,1396896684,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,622.53,488.06,60506,16980,Esoph egd dilation <30 mm,5302.0
2011963,1306263983,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,565.81,429.80631579,78233,41700,Esoph egd dilation <30 mm,5302.0
2011965,1477527398,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,59,509.74881356,399.63881356,92562,40140,Esoph egd dilation <30 mm,5302.0
2011973,1649296807,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,674.04,521.13833333,93105,42200,Esoph egd dilation <30 mm,5302.0
2011982,1013319144,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,560.06,421.97,44718,15940,Esoph egd dilation <30 mm,5302.0
2011985,1740260926,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,560.06,438.88852941,44718,15940,Esoph egd dilation <30 mm,5302.0
2011987,1215915939,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,99,578.05161616,449.63626263,31201,31420,Esoph egd dilation <30 mm,5302.0
2011994,1366446189,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,636.94473684,491.80789474,89074,29820,Esoph egd dilation <30 mm,5302.0
2012005,1962463133,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,590.85,463.23,48098,19820,Esoph egd dilation <30 mm,5302.0
2012008,1437107844,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,639.28906977,496.70953488,48439,19820,Esoph egd dilation <30 mm,5302.0
2012009,1437107844,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,639.28906977,496.70953488,48439,22420,Esoph egd dilation <30 mm,5302.0
2012012,1205885746,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,635.09,497.16166667,19702,37980,Esoph egd dilation <30 mm,5302.0
2012030,1831280536,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,563.62,437.04466667,62401,99999,Esoph egd dilation <30 mm,5302.0
2012031,1831280536,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,563.62,437.04466667,62401,20820,Esoph egd dilation <30 mm,5302.0
2012034,1205030731,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,64,570.59,438.573125,51104,43580,Esoph egd dilation <30 mm,5302.0
2012039,1992875454,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,618.36,484.8,60123,16980,Esoph egd dilation <30 mm,5302.0
2012042,1033448782,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,849.93,621.66,95124,41940,Esoph egd dilation <30 mm,5302.0
2012045,1578986550,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,550.78333333,387.75375,29485,16700,Esoph egd dilation <30 mm,5302.0
2012046,1497727119,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,78,578.8,443.00282051,45424,19430,Esoph egd dilation <30 mm,5302.0
2012048,1114952686,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,592.86,464.8,76180,19100,Esoph egd dilation <30 mm,5302.0
2012068,1538461348,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,115,581.73965217,454.70817391,33445,33100,Esoph egd dilation <30 mm,5302.0
2012072,1548216914,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,65,500.69292308,392.14323077,38501,18260,Esoph egd dilation <30 mm,5302.0
2012081,1922558063,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,675.96,492.41181818,97062,38900,Esoph egd dilation <30 mm,5302.0
2012093,1881701290,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,595.72,454.95714286,84124,41620,Esoph egd dilation <30 mm,5302.0
2012096,1467544684,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,572.11,448.038,48604,40980,Esoph egd dilation <30 mm,5302.0
2012097,1467544684,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,572.11,448.038,48604,13020,Esoph egd dilation <30 mm,5302.0
2012105,1417949280,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,46,573.14173913,444.36956522,33756,45300,Esoph egd dilation <30 mm,5302.0
2012107,1912900143,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,568.07,434.8021875,33756,45300,Esoph egd dilation <30 mm,5302.0
2012109,1083655823,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,563.58176471,441.85,73112,36420,Esoph egd dilation <30 mm,5302.0
2012123,1275886319,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,599.01,469.54071429,77598,26420,Esoph egd dilation <30 mm,5302.0
2012124,1669466975,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,565.81,430.34115385,78217,41700,Esoph egd dilation <30 mm,5302.0
2012131,1437477619,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,79,581.97,448.66772152,48640,33220,Esoph egd dilation <30 mm,5302.0
2012146,1457317398,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,798.49235294,621.36941176,95403,42220,Esoph egd dilation <30 mm,5302.0
2012147,1487628301,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,81,565.81,433.68481481,78212,41700,Esoph egd dilation <30 mm,5302.0
2012157,1578508875,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,578.86,453.745,34711,36740,Esoph egd dilation <30 mm,5302.0
2012163,1255397808,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,610.55846154,470.23192308,60435,16980,Esoph egd dilation <30 mm,5302.0
2012168,1730369802,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,552.02674419,432.79534884,78404,18580,Esoph egd dilation <30 mm,5302.0
2012181,1407829773,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,687.79,527.56823529,92037,41740,Esoph egd dilation <30 mm,5302.0
2012185,1780923128,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,590.85,463.23,48044,19820,Esoph egd dilation <30 mm,5302.0
2012187,1871570424,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,571.35,447.94,85741,46060,Esoph egd dilation <30 mm,5302.0
2012193,1609968478,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,105,589.79,457.914,50325,19780,Esoph egd dilation <30 mm,5302.0
2012196,1124324181,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,690.19090909,521.11,10017,35620,Esoph egd dilation <30 mm,5302.0
2012197,1295131001,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,406.90666667,311.935,80907,17820,Esoph egd dilation <30 mm,5302.0
2012209,1811080963,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,605.46,454.3708,13031,45060,Esoph egd dilation <30 mm,5302.0
2012212,1104947357,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,574.89454545,450.71515152,76015,19100,Esoph egd dilation <30 mm,5302.0
2012214,1336159284,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,595.84,463.0565,21044,12580,Esoph egd dilation <30 mm,5302.0
2012220,1538126362,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,115,547.37,415.91756522,33881,29460,Esoph egd dilation <30 mm,5302.0
2012228,1669585964,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,672.33,523.280625,89102,29820,Esoph egd dilation <30 mm,5302.0
2012229,1528143922,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,555.77,435.73,29063,17900,Esoph egd dilation <30 mm,5302.0
2012239,1235100074,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,598.64,465.94955556,78757,12420,Esoph egd dilation <30 mm,5302.0
2012243,1619124401,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,570.19,433.14864865,28277,16740,Esoph egd dilation <30 mm,5302.0
2012245,1871674481,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,74,581.6,443.05391892,28277,16740,Esoph egd dilation <30 mm,5302.0
2012247,1619920501,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,572.57526316,448.89789474,60914,28100,Esoph egd dilation <30 mm,5302.0
2012253,1720324296,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,94,573.18510638,442.54531915,84403,36260,Esoph egd dilation <30 mm,5302.0
2012257,1386602332,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,558.59233333,437.30400000000003,15108,38300,Esoph egd dilation <30 mm,5302.0
2012280,1437114378,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,156,572.85801282,441.46788462,32547,18880,Esoph egd dilation <30 mm,5302.0
2012287,1811962210,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,76,595.84,465.25210526,21093,12580,Esoph egd dilation <30 mm,5302.0
2012288,1942230024,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,595.84,467.14,21093,12580,Esoph egd dilation <30 mm,5302.0
2012292,1679694004,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,605.27,464.684,53188,33340,Esoph egd dilation <30 mm,5302.0
2012295,1184687386,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,570.53142857,426.57628571,45440,19430,Esoph egd dilation <30 mm,5302.0
2012297,1366643751,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,710.76,557.24,91361,31080,Esoph egd dilation <30 mm,5302.0
2012298,1366643751,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,710.76,557.24,91361,37100,Esoph egd dilation <30 mm,5302.0
2012299,1063838357,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,584.61,446.97515152,62208,41180,Esoph egd dilation <30 mm,5302.0
2012302,1457682064,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,581.6,442.94228571,28625,25860,Esoph egd dilation <30 mm,5302.0
2012303,1457682064,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,581.6,442.94228571,28625,16740,Esoph egd dilation <30 mm,5302.0
2012304,1457682064,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,581.6,442.94228571,28625,49180,Esoph egd dilation <30 mm,5302.0
2012308,1770557233,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,587.1425,460.32583333,85283,38060,Esoph egd dilation <30 mm,5302.0
2012309,1558327338,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,84,706.59,548.75238095,68104,36540,Esoph egd dilation <30 mm,5302.0
2012311,1841286267,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,642.94,496.8416,97504,32780,Esoph egd dilation <30 mm,5302.0
2012312,1689682247,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,64,552.27875,423.70140625,33705,45300,Esoph egd dilation <30 mm,5302.0
2012314,1720020472,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,588.525,461.39777778,76201,19100,Esoph egd dilation <30 mm,5302.0
2012316,1306851902,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,674.04,528.45,92618,31080,Esoph egd dilation <30 mm,5302.0
2012335,1205195716,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,99,677.35393939,527.43141414,93534,31080,Esoph egd dilation <30 mm,5302.0
2012337,1558526293,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,617.75,479.60758621,80301,14500,Esoph egd dilation <30 mm,5302.0
2012342,1962513788,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,493.01241379,371.07655172,35601,19460,Esoph egd dilation <30 mm,5302.0
2012351,1689666596,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,605.27,453.90782609,53051,33340,Esoph egd dilation <30 mm,5302.0
2012354,1700228079,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,537.8771875,404.3521875,18045,10900,Esoph egd dilation <30 mm,5302.0
2012361,1720262405,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,270,537.77533333,411.18088889,70809,12940,Esoph egd dilation <30 mm,5302.0
2012372,1710942370,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,612.67,462.90730769,85258,38060,Esoph egd dilation <30 mm,5302.0
2012373,1336231059,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,691.32,541.76473684,90301,31080,Esoph egd dilation <30 mm,5302.0
2012377,1053418137,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,571.12714286,436.27285714,99352,28420,Esoph egd dilation <30 mm,5302.0
2012385,1972894962,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,529.08545455,414.79818182,13502,46540,Esoph egd dilation <30 mm,5302.0
2012386,1730563610,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,809.38,629.84242424,75001,19100,Esoph egd dilation <30 mm,5302.0
2012389,1790742328,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,64,541.9378125,413.285,72117,30780,Esoph egd dilation <30 mm,5302.0
2012393,1124031406,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,842.08,651.71638889,94118,41860,Esoph egd dilation <30 mm,5302.0
2012394,1538240866,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,842.08,650.28733333,94118,41860,Esoph egd dilation <30 mm,5302.0
2012395,1528253523,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,605.34,464.22357143,75150,19100,Esoph egd dilation <30 mm,5302.0
2012400,1427027721,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,39,538.76,422.29666667,71291,33740,Esoph egd dilation <30 mm,5302.0
2012402,1770551517,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,597.09517241,439.94931034,20735,47900,Esoph egd dilation <30 mm,5302.0
2012404,1710982699,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,60,540.86,424.04,63401,25300,Esoph egd dilation <30 mm,5302.0
2012405,1285642652,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,584.28,453.71629630000007,33496,33100,Esoph egd dilation <30 mm,5302.0
2012406,1477070340,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,584.28,458.07,33496,33100,Esoph egd dilation <30 mm,5302.0
2012410,1831217231,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,583.67,442.52875,44023,17460,Esoph egd dilation <30 mm,5302.0
2012415,1558618116,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,578.86,453.83,32778,36740,Esoph egd dilation <30 mm,5302.0
2012433,1215926993,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,114,532.64359649,409.51157895,35406,46220,Esoph egd dilation <30 mm,5302.0
2012452,1295702942,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,46,592.86,458.15673913,76051,19100,Esoph egd dilation <30 mm,5302.0
2012459,1720058688,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,573.81,446.64758621,68701,99999,Esoph egd dilation <30 mm,5302.0
2012460,1720058688,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,573.81,446.64758621,68701,35740,Esoph egd dilation <30 mm,5302.0
2012461,1861497380,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,560.76909091,432.26454545,68701,99999,Esoph egd dilation <30 mm,5302.0
2012462,1861497380,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,560.76909091,432.26454545,68701,35740,Esoph egd dilation <30 mm,5302.0
2012464,1528012978,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,701.36,540.46722222,95382,33700,Esoph egd dilation <30 mm,5302.0
2012471,1215287156,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,589.595,446.57875,21601,20660,Esoph egd dilation <30 mm,5302.0
2012485,1710047188,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,612.67,480.34,85308,38060,Esoph egd dilation <30 mm,5302.0
2012489,1003888710,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,138,574.6057971,442.07311594,45429,19430,Esoph egd dilation <30 mm,5302.0
2012520,1013227248,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,605.34,438.07384615,75039,19100,Esoph egd dilation <30 mm,5302.0
2012523,1063659605,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,570.21225806,434.99096774,46902,29020,Esoph egd dilation <30 mm,5302.0
2012524,1063659605,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,570.21225806,434.99096774,46902,99999,Esoph egd dilation <30 mm,5302.0
2012532,1679871867,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,581.508,455.89933333,33065,33100,Esoph egd dilation <30 mm,5302.0
2012534,1962668319,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,609.75675676,467.73486486,80304,14500,Esoph egd dilation <30 mm,5302.0
2012546,1871804815,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,558.33,434.9025,18704,42540,Esoph egd dilation <30 mm,5302.0
2012548,1174873780,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,634.54142857,494.2025,10128,35620,Esoph egd dilation <30 mm,5302.0
